age,school,female,male,black,hisp,exp,married,schoolf,schoolm,siblings,wages,asvab02,asvab03,lnwages,exp2
45,12,1,0,0,0,22.96154,1,9,10,8,24.03,49,55,3.179303,527.2323
38,16,1,0,0,1,13.86539,0,8,12,5,15.73,36,39,2.75557,192.249
45,15,1,0,0,0,11.59615,0,12,12,0,6.28,58,57,1.83737,134.4707
37,10,1,0,0,0,9.25,1,10,9,4,20.83,36,35,3.036394,85.5625
38,14,1,0,1,0,10.82692,0,12,11,4,7.5,34,30,2.014903,117.2222
40,18,1,0,0,0,15.71154,1,8,19,3,22.52,57,57,3.114404,246.8525
43,13,1,0,0,0,17.55769,0,12,12,4,9.5,40,48,2.251292,308.2725
40,14,1,0,0,1,19.82692,1,12,4,0,7.06,62,48,1.954445,393.1068
38,13,1,0,0,0,13.36539,1,12,12,1,8.25,55,54,2.110213,178.6337
42,17,1,0,0,0,17.32692,1,12,13,4,11.5,64,55,2.442347,300.2221
41,13,1,0,0,0,14.38461,1,11,12,2,8,38,44,2.079442,206.917
44,12,1,0,0,0,11.40385,1,7,10,3,8.42,45,56,2.13061,130.0478
41,12,1,0,0,0,17.53846,0,12,12,4,15.37,42,44,2.732418,307.5976
41,12,1,0,0,0,20.40385,1,12,12,4,17.7,47,48,2.873565,416.3171
38,14,1,0,0,1,18.25,0,16,12,2,16.41,61,56,2.797891,333.0625
43,12,1,0,0,0,15.26923,1,10,12,4,8.33,39,50,2.119864,233.1494
41,17,1,0,0,0,17.13461,0,10,10,3,20.19,55,59,3.005188,293.5948
38,12,1,0,0,0,12.48077,0,8,11,8,7.25,55,46,1.981001,155.7696
38,19,1,0,0,0,9.557693,1,12,18,0,15.1,61,57,2.714695,91.34949
43,12,1,0,0,0,21.84615,0,12,13,1,21,61,54,3.044523,477.2542
43,14,1,0,0,0,15.46154,1,13,12,4,19.62,62,61,2.976549,239.0592
39,12,1,0,0,0,12,1,12,12,3,10,42,57,2.302585,144
42,13,1,0,1,0,22.75,0,9,14,3,11.75,43,31,2.463853,517.5625
40,19,1,0,0,0,10.73077,1,17,16,1,9.5,58,57,2.251292,115.1494
43,12,1,0,0,0,23.25,1,16,12,6,7.75,57,55,2.047693,540.5625
37,12,1,0,0,1,12.55769,0,14,4,8,12.24,43,44,2.504709,157.6956
45,14,1,0,1,0,17.55769,0,17,14,3,9.25,43,24,2.224623,308.2725
39,17,1,0,0,0,10,1,12,12,3,19.23,54,55,2.956471,100
45,12,1,0,0,0,21.17308,1,12,11,1,15.11,53,56,2.715357,448.2993
44,18,1,0,0,0,4.923077,0,16,12,1,16.1,46,51,2.778819,24.23669
44,14,1,0,0,0,13.78846,1,11,12,7,22.78,49,59,3.125883,190.1216
44,12,1,0,0,0,21.88461,1,10,9,1,9.5,38,54,2.251292,478.9361
38,14,1,0,0,0,14.92308,0,20,16,2,38.26,59,56,3.644405,222.6983
41,12,1,0,1,0,7.346154,1,7,9,3,7.5,32,44,2.014903,53.96598
38,17,1,0,0,0,11.71154,1,18,16,2,31.25,57,56,3.442019,137.1602
45,12,1,0,0,0,22.71154,1,11,7,2,17.78,36,34,2.878074,515.8141
43,12,1,0,0,0,3.326923,1,12,12,4,6.25,46,51,1.832582,11.06842
41,14,1,0,0,0,22.34615,0,16,12,6,72.11,58,51,4.278193,499.3504
39,14,1,0,1,0,13.19231,0,11,12,4,16.34,39,50,2.793616,174.037
38,18,1,0,0,0,13.19231,1,12,12,3,18.02,57,56,2.891482,174.037
41,12,1,0,0,0,16.86539,1,12,8,3,13.25,53,54,2.583997,284.4414
38,12,1,0,1,0,13.51923,0,12,12,4,16.25,36,47,2.788093,182.7696
38,16,1,0,0,0,10.90385,1,13,13,3,7.15,59,51,1.967112,118.8939
37,12,1,0,0,0,11.69231,0,12,13,4,11.22,39,37,2.417698,136.7101
41,12,1,0,1,0,6.096154,0,9,11,1,7,30,29,1.94591,37.1631
45,12,1,0,0,0,20.98077,1,10,12,6,12.96,58,61,2.561868,440.1927
38,18,1,0,0,0,11.71154,1,11,12,2,41.82,58,57,3.733375,137.1602
40,12,1,0,0,0,21.48077,1,12,12,3,18,46,50,2.890372,461.4235
43,12,1,0,0,0,9.884615,1,12,9,3,3.33,38,39,1.202972,97.70561
40,12,1,0,0,0,19.94231,1,9,8,3,10.8,39,28,2.379546,397.6957
44,12,1,0,1,0,18.28846,1,12,12,4,9.46,36,37,2.247072,334.4678
41,12,1,0,0,0,16.13461,1,12,12,4,12,39,54,2.484907,260.3256
39,13,1,0,0,0,16.88461,1,13,12,3,20,47,50,2.995732,285.09
41,12,1,0,0,0,23.03846,0,12,12,3,15.11,53,47,2.715357,530.7706
41,12,1,0,1,0,5.903846,1,12,10,4,6,34,44,1.791759,34.8554
42,12,1,0,0,0,18.46154,1,9,12,3,11.66,46,56,2.456164,340.8285
42,12,1,0,0,0,20.98077,1,12,12,4,12.35,51,48,2.513656,440.1927
39,17,1,0,0,0,12.76923,1,12,12,4,6.5,58,38,1.871802,163.0532
39,13,1,0,0,1,17.21154,1,0,0,4,10.5,38,33,2.351375,296.2371
41,10,1,0,1,0,19.84615,0,11,12,3,6.97,38,28,1.941615,393.8697
43,18,1,0,0,0,17.82692,1,12,12,2,35,59,56,3.555348,317.7991
41,12,1,0,1,0,21.92308,1,8,10,4,19.23,42,52,2.956471,480.6215
37,13,1,0,0,0,15.63461,1,14,12,1,8.05,39,57,2.085672,244.441
38,14,1,0,0,0,14.03846,1,11,12,4,3,45,43,1.098612,197.0784
44,10,1,0,0,0,17.88461,1,12,10,5,11,32,35,2.397895,319.8593
40,16,1,0,0,0,17.90385,1,12,11,3,20.56,59,57,3.023347,320.5479
41,13,1,0,0,0,20.78846,0,14,12,0,11.68,64,59,2.457878,432.1601
43,16,1,0,0,0,20.32692,1,16,15,3,36.05,49,57,3.584907,413.1837
39,12,1,0,0,0,21.48077,1,12,12,2,13.86,55,54,2.629007,461.4235
44,7,1,0,0,0,16.75,0,10,6,5,7.25,32,25,1.981001,280.5625
45,12,1,0,0,0,22.80769,1,8,9,3,4.75,55,55,1.558145,520.1907
43,15,1,0,0,0,21.23077,1,16,17,2,18.42,58,61,2.913437,450.7456
41,12,1,0,0,0,16.36539,0,6,9,3,2.35,36,33,0.8544153,267.826
44,12,1,0,0,0,15.32692,1,10,12,2,13.5,65,57,2.60269,234.9145
38,12,1,0,0,0,10.90385,1,12,11,1,6,39,37,1.791759,118.8939
41,16,1,0,0,0,19.96154,0,16,12,2,39.24,62,61,3.669697,398.4631
40,15,1,0,1,0,16.63461,0,8,10,2,16,39,55,2.772589,276.7102
39,13,1,0,0,0,14.94231,1,10,10,5,22,49,37,3.091043,223.2726
45,14,1,0,0,0,20,1,20,12,2,23.5,55,60,3.157,400
40,16,1,0,0,0,11.36539,1,12,11,2,55.28,65,55,4.012411,129.1721
41,16,1,0,0,0,18.80769,1,18,12,3,16.61,47,57,2.810005,353.7292
42,14,1,0,0,0,16.25,0,15,14,3,23.45,43,60,3.154871,264.0625
37,10,1,0,0,0,15.53846,1,6,9,7,12.35,40,25,2.513656,241.4437
38,16,1,0,0,0,16.15385,1,12,12,4,36.32,61,50,3.592369,260.9469
42,12,1,0,0,0,23.07692,1,8,7,4,8.5,42,47,2.140066,532.5442
40,13,1,0,0,0,17.59615,1,9,11,2,13,49,51,2.564949,309.6245
40,12,1,0,1,0,5.096154,0,10,11,9,9.38,39,24,2.23858,25.97079
43,13,1,0,0,0,10.34615,0,9,10,6,7.58,35,55,2.025513,107.0428
43,12,1,0,0,0,20.17308,0,11,10,3,18,59,52,2.890372,406.9532
38,16,1,0,0,0,9.288462,1,19,10,0,12,66,57,2.484907,86.27552
41,12,1,0,0,0,17.51923,1,12,14,2,10.89,36,38,2.387845,306.9234
40,12,1,0,0,0,21.78846,1,12,12,4,15.93,45,56,2.768204,474.737
44,12,1,0,0,0,23.23077,1,17,16,4,16.54,59,60,2.805782,539.6687
41,12,1,0,1,0,22.98077,0,12,11,5,10.79,39,35,2.37862,528.1158
39,16,1,0,0,0,17.26923,1,16,12,4,23.07,66,61,3.138533,298.2263
38,12,1,0,0,0,15.78846,1,12,11,4,12,53,54,2.484907,249.2755
39,14,1,0,0,0,17.90385,1,14,16,7,23.25,46,55,3.146305,320.5479
44,12,1,0,0,0,23.19231,1,15,15,6,16.82,42,55,2.822569,537.8832
44,12,1,0,0,0,4.442307,0,12,12,4,14.5,59,60,2.674149,19.73409
43,12,1,0,1,0,12.92308,0,7,8,3,8.53,38,34,2.143589,167.006
39,9,1,0,0,0,10.42308,1,12,12,3,7.4,39,29,2.00148,108.6406
39,16,1,0,0,0,15.73077,0,13,14,3,31.25,38,50,3.442019,247.4571
38,18,1,0,0,0,15.01923,1,12,12,0,6.15,43,55,1.816452,225.5773
44,15,1,0,0,1,4.596154,1,12,12,3,20.19,43,54,3.005188,21.12463
39,12,1,0,0,0,16.92308,1,11,12,2,9,35,34,2.197225,286.3907
38,12,1,0,0,0,20.23077,1,11,12,1,14,58,59,2.639057,409.2841
38,18,1,0,0,0,9.884615,1,12,12,1,21.15,61,57,3.05164,97.70561
39,14,1,0,0,0,13.59615,1,12,12,6,2.65,51,50,0.9745597,184.8553
45,12,1,0,0,0,15.23077,0,12,12,1,10.98,45,54,2.396075,231.9764
42,12,1,0,1,0,22.73077,0,9,11,4,11.53,30,21,2.444952,516.6879
44,17,1,0,1,0,14.34615,0,12,16,0,14.93,55,57,2.703373,205.812
42,16,1,0,0,0,19.55769,0,12,12,0,24.47,45,46,3.197448,382.5032
39,15,1,0,0,1,12.07692,1,14,12,5,19.5,32,37,2.970414,145.852
39,20,1,0,0,0,13,1,18,14,2,80.12,64,39,4.383525,169
40,18,1,0,0,0,12.25,1,15,16,2,33.17,55,60,3.501646,150.0625
38,12,1,0,0,0,1.769231,0,7,9,3,9.75,36,33,2.277267,3.130178
40,13,1,0,0,0,14.42308,1,9,12,2,9.3,50,56,2.230014,208.0253
38,16,1,0,0,0,15.69231,1,15,12,4,9.88,45,50,2.290513,246.2486
43,12,1,0,0,0,18.40385,1,14,14,1,7.5,35,52,2.014903,338.7017
43,14,1,0,0,0,15.32692,0,6,9,7,15.14,43,61,2.71734,234.9145
38,12,1,0,0,0,15.21154,1,10,10,1,9,42,43,2.197225,231.391
39,8,1,0,0,0,18.34615,0,6,12,5,9.7,38,42,2.272126,336.5812
38,12,1,0,0,0,16.44231,1,11,11,2,29,50,46,3.367296,270.3496
38,12,1,0,0,0,20.23077,0,12,13,7,48,43,42,3.871201,409.2841
40,18,1,0,0,0,15.57692,1,12,11,5,14.54,42,56,2.676903,242.6404
42,13,1,0,0,0,19.73077,0,8,10,3,14,47,55,2.639057,389.3033
44,14,1,0,0,0,19.09615,1,12,16,5,7,61,57,1.94591,364.6629
38,15,1,0,0,0,13.51923,1,12,12,2,11.83,55,60,2.470639,182.7696
44,15,1,0,0,0,15.13461,1,18,16,5,10,55,59,2.302585,229.0564
43,14,1,0,1,0,20.78846,1,18,12,2,32.05,59,61,3.467297,432.1601
45,12,1,0,0,0,8.980769,1,10,5,4,6,51,59,1.791759,80.65421
38,16,1,0,0,0,16.59615,1,12,11,2,26.35,50,50,3.271468,275.4322
41,12,1,0,0,0,22.40385,1,12,12,4,18,43,50,2.890372,501.9325
39,17,1,0,0,0,14.80769,1,15,12,3,12.3,57,56,2.509599,219.2677
42,12,1,0,0,0,23.55769,1,12,10,3,12,40,55,2.484907,554.9647
42,15,1,0,0,0,16.71154,1,8,8,4,16.02,53,47,2.773838,279.2756
41,17,1,0,0,0,16.11539,0,10,12,4,16.66,58,54,2.813011,259.7058
41,12,1,0,0,0,19.28846,0,8,11,4,13.02,66,59,2.566487,372.0447
40,12,1,0,0,0,13.73077,0,10,11,3,12.5,40,54,2.525729,188.534
42,12,1,0,0,0,12.98077,0,12,8,7,9.68,42,54,2.270062,168.5004
39,15,1,0,0,0,8.576923,0,10,12,4,21.63,51,46,3.074081,73.56361
41,20,1,0,0,0,9.807693,0,12,9,4,24.12,62,61,3.183041,96.19083
41,12,1,0,0,0,18.65385,1,11,10,4,14.98,42,51,2.706716,347.9661
43,12,1,0,0,0,16.67308,1,12,16,2,3.3,42,38,1.193922,277.9916
41,16,1,0,0,0,20.65385,1,9,9,3,5.28,42,51,1.663926,426.5815
43,13,1,0,0,0,18.40385,1,13,13,3,13.79,46,51,2.623944,338.7017
41,12,1,0,0,0,19.76923,0,8,6,2,6.75,42,41,1.909543,390.8224
42,16,1,0,0,0,16.23077,1,13,12,2,17.14,66,61,2.841415,263.4379
44,13,1,0,0,0,22.13461,1,14,12,4,23,51,51,3.135494,489.9409
45,18,1,0,0,0,20.40385,0,10,12,2,21.82,59,56,3.082827,416.3171
41,11,1,0,0,0,9.788462,1,9,9,3,8.7,45,34,2.163323,95.81398
43,15,1,0,0,0,18.25,1,8,12,4,14.42,55,59,2.668616,333.0625
40,12,1,0,1,0,17.44231,1,12,10,5,10,40,43,2.302585,304.2342
38,15,1,0,1,0,15.61539,1,11,12,4,20.88,47,50,3.038792,243.8404
42,12,1,0,0,0,17.5,1,9,12,3,23.15,38,41,3.141995,306.25
40,14,1,0,0,0,19.25,1,12,12,3,16,58,47,2.772589,370.5625
37,15,1,0,0,0,13.23077,0,15,12,1,14.65,49,54,2.68444,175.0533
40,14,1,0,0,0,11.76923,1,7,9,3,8.5,46,57,2.140066,138.5148
40,13,1,0,0,0,19.71154,0,10,12,0,11.53,38,52,2.444952,388.5448
41,17,1,0,0,0,15.88461,1,12,12,1,21.36,62,48,3.06152,252.3208
38,16,1,0,0,0,16.84615,1,12,12,2,36.32,55,50,3.592369,283.7928
38,12,1,0,0,0,18.69231,0,12,12,2,11.96,40,46,2.481568,349.4025
38,17,1,0,0,0,13.26923,0,12,12,2,13.22,58,54,2.581731,176.0725
41,16,1,0,0,0,18.25,1,16,14,4,30.28,62,60,3.410487,333.0625
44,12,1,0,0,0,22.09615,1,10,8,2,11.57,55,55,2.448416,488.2398
40,20,1,0,0,0,13.59615,0,16,12,4,17.3,65,61,2.850706,184.8553
44,12,1,0,0,0,17.88461,1,12,12,6,15,54,50,2.70805,319.8593
38,17,1,0,0,0,16.09615,0,16,12,2,11.87,51,59,2.474014,259.086
38,12,1,0,0,0,20.26923,1,9,12,1,10.5,35,39,2.351375,410.8417
37,12,1,0,0,0,12.55769,0,9,12,6,5,35,50,1.609438,157.6956
42,12,1,0,0,0,15.23077,1,12,12,3,13.66,43,54,2.614472,231.9764
42,12,1,0,0,1,9.980769,0,12,8,3,8,36,30,2.079442,99.61575
41,12,1,0,0,0,21.76923,0,12,11,2,22.11,58,57,3.09603,473.8994
40,12,1,0,1,0,8.730769,0,3,7,11,53.06,47,42,3.971423,76.22633
40,19,1,0,0,0,13.25,1,16,16,4,62.5,59,52,4.135167,175.5625
43,13,1,0,0,0,20.42308,0,13,14,3,10.5,62,56,2.351375,417.1022
43,16,1,0,0,0,16.82692,0,16,14,2,17.18,51,57,2.843746,283.1452
38,13,1,0,0,0,2.173077,0,12,12,3,18.04,42,54,2.892591,4.722264
40,12,1,0,0,0,15.03846,0,7,9,2,2.28,49,54,0.8241754,226.1553
40,12,1,0,0,0,15.01923,0,8,12,3,6.75,45,39,1.909543,225.5773
38,19,1,0,0,0,10.59615,1,12,12,2,14.17,55,60,2.651127,112.2784
42,16,1,0,0,0,13.90385,1,16,14,7,17.52,57,59,2.863343,193.317
40,12,1,0,1,0,8.865385,1,10,10,3,6.75,38,26,1.909543,78.59505
41,14,1,0,0,1,14.96154,1,10,10,1,25,42,46,3.218876,223.8477
37,16,1,0,0,0,15.23077,1,14,14,4,27.5,50,51,3.314186,231.9764
45,14,1,0,0,0,17.03846,1,11,13,3,17.57,54,50,2.866193,290.3091
41,13,1,0,0,0,21.17308,0,12,12,1,21.1,64,51,3.049273,448.2993
41,17,1,0,0,0,10.30769,1,16,14,4,20.63,55,51,3.026746,106.2485
38,12,1,0,0,1,13.76923,1,3,5,6,11.28,40,38,2.423031,189.5917
40,16,1,0,0,0,12.71154,1,8,12,6,30,55,54,3.401197,161.5833
39,12,1,0,0,0,20.90385,1,12,12,3,10.25,43,34,2.327278,436.971
38,13,1,0,0,0,18.46154,0,18,12,6,16.82,53,47,2.822569,340.8285
43,12,1,0,1,0,22.96154,0,12,12,2,20.01,51,44,2.996232,527.2323
39,18,1,0,0,0,10.11539,1,16,16,2,33.65,62,54,3.516013,102.3211
38,13,1,0,0,0,13.53846,0,12,12,3,9.82,45,43,2.284421,183.2899
38,12,1,0,0,0,18.44231,1,12,12,3,23,58,41,3.135494,340.1188
42,12,1,0,1,0,16.15385,0,8,10,6,17.5,45,35,2.862201,260.9469
43,16,1,0,0,0,19.32692,0,12,12,8,21.5,59,54,3.068053,373.5298
44,16,1,0,0,0,16.17308,1,6,11,2,13,58,59,2.564949,261.5685
38,14,1,0,0,0,12.05769,1,12,10,1,13,54,51,2.564949,145.3879
42,16,1,0,0,0,19.51923,1,12,12,4,36.24,59,60,3.590163,381.0003
42,12,1,0,0,0,17.40385,1,14,10,2,16.53,40,47,2.805177,302.894
43,13,1,0,0,0,6.403846,1,10,12,3,10,53,57,2.302585,41.00924
39,12,1,0,1,0,18.92308,0,10,12,3,5.44,36,39,1.693779,358.083
38,16,1,0,0,0,14.11539,1,8,12,3,13.42,57,51,2.596746,199.2442
37,12,1,0,0,0,18.46154,0,12,15,6,13.62,35,41,2.611539,340.8285
39,18,1,0,0,0,12.63461,1,10,12,5,22.02,51,47,3.091951,159.6334
38,14,1,0,0,0,13.13461,0,12,12,1,12.5,38,39,2.525729,172.518
45,12,1,0,0,0,18.05769,1,7,16,4,7,58,60,1.94591,326.0802
42,16,1,0,0,0,7.134615,1,9,10,5,16.95,35,39,2.830268,50.90273
44,20,1,0,0,0,7.019231,1,15,12,3,28.04,61,61,3.333632,49.2696
44,15,1,0,0,0,20.21154,1,16,12,2,23.5,58,56,3.157,408.5063
